value,value,value,value,value,value,value,value,value,suburbName
45610,48171,48919,49213,48830,53850,55517,52981,62667,OPOSSUM BAY
49302,49804,53785,54018,56488,60755,66636,67140,79259,CREMORNE
47797,49419,51254,52333,53121,57564,55544,56304,59026,DULCOT
39747,39432,41892,41729,42517,46030,48796,49109,51843,CAMPANIA
34639,33223,36592,37437,37127,42961,43780,45162,47030,COLEBROOK
41535,42458,43683,44060,45152,46945,48962,49924,51748,APSLEY
47475,48440,49453,50438,50837,52896,52590,53961,56773,ALBION HEIGHTS
49482,52689,53801,54802,54371,56794,57873,58850,64644,BLACKMANS BAY
55839,59943,61505,61665,62289,63673,64370,66225,73140,BONNET HILL
48373,50036,51549,52018,53381,55485,56967,58778,62516,BARRETTA
44493,45667,47864,47997,50112,51485,52422,55486,57666,HUNTINGFIELD
41572,43848,45512,44768,46083,46893,49452,50359,53268,CATAMARAN
37299,39796,41191,42585,43530,43606,89670,62169,49407,ABELS BAY
40688,40732,43139,43091,46532,46227,46945,46412,47408,FRANKLIN
37358,39135,41618,40887,41736,44517,45651,46583,48662,BROOKS BAY
39165,44481,47270,45331,44166,44888,45685,47394,49701,DOVER
35053,36250,36677,36614,39503,45238,47371,44071,46486,ANDOVER
40108,41941,42469,42694,43140,45187,47512,48037,50097,BLACK HILLS
44747,45352,46345,47979,48082,49629,50425,51729,54498,ADVENTURE BAY
45189,43774,47550,46500,50754,51552,56291,61265,63954,KETTERING
43360,44051,47239,51672,49996,58994,56483,56003,68218,BIRCHS BAY
41887,42738,47598,42513,44959,47354,51442,48602,50499,FLOWERPOT
54205,55790,57265,58476,60074,64826,66174,67579,70840,ACTON PARK
43194,44904,46592,48353,48469,50663,51834,54011,55931,MIDWAY POINT
42159,42579,44905,45529,45230,47973,47652,49245,51181,NUGENT
41646,42539,43733,45026,45966,48584,49767,51523,53981,CARLTON
36107,41008,41128,42307,47374,49123,49661,47092,49445,KELLEVIE
38393,39340,38936,38273,40727,43104,47736,46444,49466,BOOMER BAY
36534,39035,34210,37798,36779,39335,39623,42679,48239,MURDUNNA
40393,39180,40782,39613,42742,43756,43476,41379,47146,EAGLEHAWK NECK
29413,31496,31939,35584,31433,34703,36467,34683,41511,TARANNA
34625,34589,37253,35909,40144,41434,41322,43056,42752,CAPE PILLAR
33716,33614,34910,35749,39508,38422,38424,41541,45221,CAPE RAOUL
33815,34035,37946,30967,34703,42292,33540,35882,36761,SALTWATER RIVER
36612,38998,38719,39494,41073,42093,44023,46128,48734,APSLAWN
45898,45963,50201,44483,51697,56242,72061,61396,59913,ROSS
42044,40845,41393,42793,41538,45541,51052,50406,53994,CAMPBELL TOWN
38332,40401,39594,44786,53765,44954,44992,43104,51668,CLEVELAND
46468,45133,47144,48397,48423,51410,55589,58334,58590,BEN LOMOND
35963,36135,37464,30836,36974,36993,40591,40685,45292,AVOCA
42300,43773,41455,42511,44452,44793,40788,39914,46983,FINGAL
40295,40462,41369,41498,39502,42975,43946,44394,48579,BEAUMARIS
35840,36542,37606,36663,36963,38194,39202,40608,44073,AKAROA
38221,39073,39619,39729,39788,41899,41450,41910,45250,ALANVALE
43728,44799,46012,47305,47448,49524,51369,53088,55904,GLEN DHU
49162,50871,52441,53245,53904,55414,56922,58072,62041,BLACKSTONE HEIGHTS
49458,52367,51694,51277,50912,54761,54719,56580,60392,BEECHFORD
44599,44984,45086,45433,45013,46173,48258,48830,50701,BELL BAY
39860,42606,40146,41350,41678,43599,43718,46915,48926,BELLINGHAM
39307,40515,44141,44352,45326,45907,45418,49142,56792,BLUE ROCKS
41395,43914,47312,55267,50679,52904,53062,52185,57101,BUNGAREE
58617,63940,66700,69321,68621,66574,69545,74052,120698,BREADALBANE
39095,42926,41973,41635,44717,45668,45208,49760,53044,MYRTLE BANK
38506,39220,40260,40668,41902,42177,43634,45532,47469,BLUMONT
36760,41158,34876,37363,40335,39259,41718,41508,43551,BRANXHOLM
41812,42532,44181,46912,46280,45983,52171,52292,56210,BRIDPORT
35702,40153,39657,34372,35530,37170,40237,43749,45243,ALBERTON
32935,37487,39168,35296,35412,37176,37169,37398,42710,ANSONS BAY
33920,38400,41255,40875,38661,38066,39761,40546,42755,BANCA
39677,42188,42687,43661,45824,48502,48797,49687,56146,BANGOR
42407,46456,47115,47440,45638,47065,48809,51751,54259,LILYDALE
41466,43364,42631,43534,42783,45326,47383,47233,51572,BADGER HEAD
42786,44003,45055,45356,46152,46934,50294,52191,53404,BLACKWALL
39374,41827,41416,41761,44289,43611,44748,46365,49883,GRAVELLY BEACH
45729,47662,49236,49800,50488,52274,55555,55451,60050,BRIDGENORTH
42582,43666,45458,45467,46751,48321,51537,52791,54526,HADSPEN
43227,47545,48663,48650,48130,50271,52938,53272,56889,CARRICK
39359,39837,44398,48363,45214,45722,50293,47891,48030,HAGLEY
44603,45876,48027,47600,49028,50682,51902,53778,57058,DEVON HILLS
43527,44189,47585,46786,47476,47964,55593,51369,56471,BISHOPSBOURNE
40391,41959,43023,41958,42770,45437,49001,47739,54461,BRACKNELL
42953,44599,43851,44393,45581,46097,49394,47997,49181,BIRRALEE
36847,39501,40280,40266,41709,43123,45380,46810,47897,BRANDUM
38608,39803,41506,41314,42622,43910,44265,45428,47745,MERSEYLEA
37958,40452,41234,41992,41600,42420,44299,44683,48488,ACACIA HILLS
45652,45681,47269,47433,48990,51645,55274,54486,57739,BAKERS BEACH
44709,44523,45142,46762,45986,47015,49023,50434,53499,ABERDEEN
42788,43521,45653,45745,46040,48426,49455,51122,53993,ABBOTSHAM
46336,47192,48257,47944,49061,52231,53740,54218,57165,CAMENA
46203,47318,48356,48506,48118,52129,53145,54290,58087,ACTON
46384,46982,45615,45490,46163,48506,49929,53493,54168,BLACK RIVER
44695,47267,48548,48891,48146,50662,52169,54396,56402,SOMERSET
43236,44646,45943,45626,46621,49027,51336,53262,56711,CALDER
39695,43930,45652,45278,46039,47157,47905,51464,53617,ALCOMIE
43607,45591,50453,48592,49718,50172,49172,48752,55582,STANLEY
57578,54881,49518,47817,46763,49462,50694,53817,55912,LAKE MARGARET
54639,51692,52549,51492,50866,52722,55033,57721,60395,MACQUARIE HEADS
56806,55550,55242,56023,59134,85030,56638,62632,58672,GRANVILLE HARBOUR
67724,66736,65668,68461,67512,72736,67158,65874,67879,ROSEBERY
